Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-05-14,2,17600,1000,carpet area,hosur road,bangalore,semi-furnished,bachelors,2,contact owner,,6360088226,1,4.0
2022-06-10,3,35000,1700,carpet area,thanisandra,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,10,13.0
2022-05-27,2,8000,600,super area,ullal main road,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-05,1,7000,650,super area,rayasandra,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,5.0
2022-05-05,2,15000,750,super area,byrathi,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-10,3,30000,1750,super area,"chowdeshwari layout, yelahanka",bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,3.0
2022-06-02,3,100000,1950,carpet area,koramangala block 3,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,3,3.0
2022-05-23,2,18000,1065,carpet area,horamavu,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-05-23,2,8000,600,super area,nagadevana halli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-05-23,2,9000,600,super area,laggere,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-06-27,1,6000,500,super area,doddanagamangala,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-07-04,2,7500,600,super area,k r puram,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-07-04,1,15000,600,carpet area,"a narayanapura, mahadevapura",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,5,5.0
2022-07-06,2,10000,900,carpet area,"chikbasavnapura, krishnarajapura",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-06-23,2,14000,500,super area,shivaji nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-23,1,7000,600,super area,sunkadakatte,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-07-06,3,60000,1710,carpet area,"ambedkar colony, yelahanka",bangalore,unfurnished,bachelors/family,3,contact agent,,6360088226,6,18.0
2022-05-23,1,6000,600,super area,doddabidarakallu,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,3,4.0
2022-06-13,3,17000,1100,carpet area,anjanapura,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-06,2,15000,920,super area,yelahanka,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,4,4.0
2022-05-30,1,8200,750,super area,"aecs layout-singasandra, singasandra, hosur road",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-07-07,1,8500,300,super area,bommanahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-23,3,20000,1660,carpet area,"doddathoguru, electronic city",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-23,1,8000,400,super area,"vimanapura, airport road",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-04-29,2,20000,300,super area,nagarathpete,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-26,1,11500,300,carpet area,"cooke town, cooke town",bangalore,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-16,3,30000,2000,carpet area,"jakkur plantation, jakkuru, bellary road",bangalore,furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-06-12,3,22000,1200,carpet area,doddakammanahalli,bangalore,semi-furnished,bachelors,3,contact owner,,6360088226,4,4.0
2022-04-28,1,6500,300,super area,hebbal,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-25,1,6500,700,super area,hosakerehalli,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-05-18,2,16000,850,super area,"jp nagar phase 1, j p nagar",bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,0,2.0
2022-05-26,1,24000,700,carpet area,"domlur, domlur",bangalore,furnished,bachelors/family,1,contact agent,,6360088226,7,7.0
2022-07-07,1,15000,455,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,4.0
2022-06-26,2,18000,1000,carpet area,"sai colony, krishnarajapura",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-05-30,1,8500,600,super area,shivaji nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-23,1,4000,250,super area,vijayanagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-23,1,5000,400,super area,t dasarahalli,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-07-04,2,22000,1200,carpet area,mahadevapura,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,3,5.0
2022-04-27,1,12000,500,carpet area,"electronics city phase 1, electronic city",bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,2,5.0
2022-05-23,1,9000,350,super area,btm layout,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-04-29,2,7500,1100,super area,"vinayak nagar, kattigenahalli",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-04,2,30000,1650,super area,ganga nagar,bangalore,unfurnished,bachelors/family,3,contact owner,,6360088226,2,3.0
2022-05-05,4,14000,1000,super area,"electronic city phase 2, electronic city",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-19,2,9250,500,super area,banashankari,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-29,1,13000,700,super area,gh society,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,5.0
2022-05-23,2,12000,1200,super area,vijayanagar,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,5.0
2022-04-27,1,12000,600,super area,wilson garden,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-01,2,10000,925,super area,electronic city,bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-07-09,3,60000,2400,carpet area,koramangala,bangalore,semi-furnished,bachelors,3,contact agent,,6360088226,0,8.0
2022-05-23,3,35000,1500,carpet area,hebbal,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,1,9.0
2022-05-27,2,12000,600,super area,"dooravani nagar, dooravani nagar",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-05-27,1,14000,435,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,3,5.0
2022-05-14,1,8000,650,carpet area,"srinivasa nagar-banashankari, banashankari",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-15,2,11000,700,carpet area,uttarahalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-30,2,20000,890,carpet area,yelahanka,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,5,12.0
2022-06-23,1,12500,600,super area,hbr layout,bangalore,furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-23,2,35000,1250,carpet area,cunningham road,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,3,4.0
2022-07-04,3,26000,1350,carpet area,mahadevapura,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-07-06,3,85000,2600,carpet area,hebbal,bangalore,semi-furnished,family,4,contact agent,,6360088226,8,18.0
2022-05-27,1,14000,440,carpet area,"murugeshpalya, airport road",bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,2,5.0
2022-05-18,2,22000,1150,carpet area,electronic city,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-05-16,1,7000,450,super area,"electronic city phase 2, electronic city",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-04-29,2,16000,1150,super area,nri layout,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-05-28,2,11000,600,carpet area,gottigere,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,2,5.0
2022-06-30,2,20000,980,carpet area,yelahanka,bangalore,semi-furnished,family,2,contact agent,,6360088226,4,12.0
2022-07-05,3,60000,1850,carpet area,halasuru,bangalore,furnished,bachelors/family,3,contact owner,,6360088226,3,3.0
2022-05-31,2,5000,625,carpet area,kadabagere,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-27,1,4000,100,super area,"itc colony, maruthi sevanagar",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-07-05,2,15000,1200,carpet area,varthur,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-05-01,3,18000,1200,carpet area,bagalakunte,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-14,2,12000,1080,carpet area,punyabhoomi layout,bangalore,semi-furnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-14,1,8500,700,super area,amrutahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-05,2,11000,800,super area,"panduranga nagar, bannerghatta main road",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-05-05,3,42000,1880,super area,whitefield,bangalore,semi-furnished,family,2,contact owner,,6360088226,14,14.0
2022-04-29,2,25000,1305,super area,jakkur,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,8.0
2022-04-29,1,8500,600,super area,sahakara nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,5.0
2022-06-08,2,12500,950,super area,yelahanka dodda ballapur road,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,8.0
2022-06-20,2,18000,1188,super area,"hegde nagar, r.k.hegde nagar",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-23,1,6000,500,super area,vijayanagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-27,2,9000,875,super area,"kereguddadahalli, chikkabanavara bangalore",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-23,3,54000,2100,carpet area,wilson garden bangalore,bangalore,unfurnished,bachelors,3,contact agent,,6360088226,3,4.0
2022-05-05,3,22000,1200,super area,annapurneshwari nagar,bangalore,furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-06,3,120000,2390,super area,rajajinagar,bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,17.0
2022-06-20,1,7000,600,super area,ramamurthy nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-10,2,28000,1150,carpet area,"hrbr layout block 2, kalyan nagar, outer ring road",bangalore,semi-furnished,family,2,contact agent,,6360088226,1,2.0
2022-06-12,3,55000,1788,carpet area,koramangala block 4,bangalore,semi-furnished,family,3,contact agent,,6360088226,0,1.0
2022-05-23,2,19000,1250,super area,electronic city,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-07-04,1,11000,600,carpet area,mahadevapura,bangalore,semi-furnished,bachelors/family,1,contact agent,,6360088226,4,5.0
2022-07-04,3,18000,1600,super area,"vimanapura, airport road",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-06,3,70000,1520,carpet area,"sena vihar, kammanahalli",bangalore,semi-furnished,bachelors/family,4,contact agent,,6360088226,23,25.0
2022-06-15,1,12000,550,carpet area,koramangala,bangalore,semi-furnished,bachelors,1,contact agent,,6360088226,1,3.0
2022-05-05,2,18000,1100,super area,k r puram,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-12,2,30000,1100,carpet area,hsr layout,bangalore,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-07-04,2,10000,1100,super area,chikkabanavara,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-05-05,1,6000,400,super area,nandini layout,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-07-07,1,4500,300,super area,"virat nagar, bommanahalli",bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,3.0
2022-06-16,1,8000,500,super area,rajarajeshwari nagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-19,2,20000,1100,carpet area,hennur main road,bangalore,furnished,bachelors,2,contact agent,,6360088226,3,4.0
2022-06-27,2,17500,1000,carpet area,"dodda banaswadi, banaswadi",bangalore,unfurnished,family,2,contact owner,,6360088226,1,3.0
2022-05-27,2,22000,850,super area,"jp nagar phase 5, j p nagar, outer ring road",bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-05-27,2,17000,1020,super area,bommanahalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-05-19,2,22000,1250,super area,kammanahalli,bangalore,unfurnished,bachelors,2,contact owner,,6360088226,1,1.0
2022-05-05,3,24000,1400,super area,"jalahalli, jalahalli, outer ring road",bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-05-05,1,12000,600,super area,koramangala,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-20,1,4500,200,super area,t dasarahalli,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,4,5.0
2022-05-23,1,5000,300,super area,basaveshvara nagar,bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-23,1,6000,400,super area,"vyalikaval, malleshwaram",bangalore,furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-14,1,11000,450,super area,rajamahal guttahalli,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-05-22,2,20000,1180,super area,c v raman nagar,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,4.0
2022-07-06,3,35000,1460,carpet area,jakkur,bangalore,unfurnished,bachelors,3,contact agent,,6360088226,6,12.0
2022-05-23,3,24000,1464,carpet area,"singasandra, hosur road",bangalore,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,5.0
2022-06-24,2,10000,700,carpet area,"jp nagar phase 5, j p nagar, outer ring road",bangalore,semi-furnished,bachelors,2,contact owner,,6360088226,3,
2022-06-02,2,16000,680,carpet area,devanahalli,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,10.0
2022-06-12,3,100000,2750,carpet area,prestige acropolis,bangalore,semi-furnished,bachelors,4,contact agent,,6360088226,5,9.0
2022-05-23,2,14000,800,super area,vijayanagar,bangalore,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-07,2,7500,600,carpet area,karihobanahalli,bangalore,unfurnished,bachelors,1,contact owner,,6360088226,3,4.0
2022-05-15,3,16000,1200,carpet area,"gubbalala, subramanyapura",bangalore,unfurnished,bachelors,3,contact owner,,6360088226,1,4.0
2022-05-12,4,65000,3200,carpet area,kothanur,bangalore,semi-furnished,bachelors/family,3,contact agent,,6360088226,18,19.0
2022-05-10,2,18000,1800,super area,hebbal kempapura,bangalore,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-23,1,8000,500,super area,frazer town,bangalore,furnished,bachelors/family,1,contact owner,,6360088226,2,2.0
2022-05-23,2,11000,1200,super area,"kadugondanahalli, kadugondanahalli",bangalore,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-08,1,8000,750,super area,"prakruthi township, hennur",bangalore,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-20,2,30000,1000,carpet area,yeshwantpur,bangalore,unfurnished,bachelors,2,contact agent,,6360088226,12,23.0
2022-06-24,2,14000,800,super area,"keshav puram, tri nagar",delhi,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-30,1,20000,200,super area,hauz khas,delhi,furnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-06-26,3,80000,1800,carpet area,south extension 1,delhi,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,3.0
2022-06-08,1,9500,400,carpet area,neb sarai,delhi,unfurnished,bachelors/family,1,contact agent,,6360088226,2,4.0
2022-06-08,3,14000,600,carpet area,kst chattarpur apartments,delhi,unfurnished,bachelors,3,contact agent,,6360088226,2,4.0
2022-05-28,3,65000,1550,carpet area,"shivalik, malviya nagar",delhi,semi-furnished,bachelors,3,contact agent,,6360088226,1,3.0
2022-07-01,2,18500,650,carpet area,freedom fighters enclave,delhi,unfurnished,bachelors,2,contact owner,,6360088226,2,4.0
2022-07-03,2,40000,850,carpet area,"amar colony, lajpat nagar",delhi,unfurnished,bachelors/family,2,contact agent,,6360088226,2,4.0
2022-06-12,4,90000,2000,carpet area,vasant kunj,delhi,unfurnished,bachelors,4,contact agent,,6360088226,0,4.0
2022-05-14,1,3500,180,super area,"ganesh nagar, tilak nagar",delhi,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-07-09,3,25000,140,carpet area,janakpuri,delhi,semi-furnished,bachelors,2,contact agent,,6360088226,0,3.0
2022-07-04,1,9000,450,carpet area,sudarshan park,delhi,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,4.0
2022-06-20,3,90000,2500,carpet area,new friends colony,delhi,semi-furnished,bachelors/family,3,contact agent,,6360088226,1,3.0
2022-06-06,1,22000,720,carpet area,shakti nagar,delhi,unfurnished,bachelors/family,1,contact owner,,6360088226,3,3.0
2022-06-04,2,12000,400,carpet area,kst chattarpur apartments,delhi,unfurnished,bachelors,1,contact agent,,6360088226,2,4.0
2022-06-05,2,11000,450,carpet area,uttam nagar,delhi,unfurnished,bachelors,1,contact owner,,6360088226,1,4.0
